offer_id,token,position,pos_tag,token_count,label
350,),104,nc0s000,7008,
351,¡,0,faa,7009,
351,GDL,1,np00000,7010,
351,a,5,sp000,7011,
351,Alaska,7,np00000,7012,
351,$,14,zm,7013,
351,"6,656",15,dn0000,7014,
351,!,20,fat,7015,
351,(,22,z0,7016,
351,Y,23,cc,7017,
351,por,25,sp000,7018,
351,sólo,29,rg,7019,
351,$,14,nc0p000,7020,
351,"5,052",35,dn0000,7021,
351,agrega,41,vmip000,7022,
351,7,48,dn0000,7023,
351,noches,50,nc0p000,7024,
351,de,57,sp000,7025,
351,hotel,60,nc0s000,7026,
351,),65,nc0s000,7027,
352,¡,0,faa,7028,
352,CDMX,1,np00000,7029,
352,",",5,fc,7030,
352,MTY,7,np00000,7031,
352,",",5,fc,7032,
352,GDL,12,np00000,7033,
352,y,16,cc,7034,
352,Silao,18,np00000,7035,
352,a,21,sp000,7036,
352,Cancún,26,np00000,7037,
352,+,33,rg,7038,
352,Habana,35,np00000,7039,
352,–,42,fg,7040,
352,$,44,zm,7041,
352,"4,189",45,z0,7042,
352,!,50,fat,7043,
352,Opción,52,np00000,7044,
352,de,59,sp000,7045,
352,hotel,62,nc0s000,7046,
352,8,48,dn0000,7047,
352,días,70,nc0p000,7048,
352,y,16,cc,7049,
352,7,77,z0,7050,
352,noches,79,nc0p000,7051,
352,por,86,sp000,7052,
352,$,44,nc0p000,7053,
352,"3,052",91,z0,7054,
352,p,53,np00000,7055,
352,/,98,fh,7056,
352,persona,99,nc0s000,7057,
352,(,107,nc0s000,7058,
352,hab,108,vaip000,7059,
352,doble,112,aq0000,7060,
352,),117,nc0s000,7061,
353,¡,0,faa,7062,
353,CDMX,1,np00000,7063,
353,a,6,sp000,7064,
353,Hiroshima,8,np00000,7065,
353,",",17,fc,7066,
353,Japón,19,np00000,7067,
353,–,25,fg,7068,
353,$,27,zm,7069,
353,"10,960",28,dn0000,7070,
353,!,34,fat,7071,
353,Por,36,sp000,7072,
353,$,27,zm,7073,
353,"2,438",41,dn0000,7074,
353,agrega,47,vmip000,7075,
353,9,31,dn0000,7076,
353,días,56,nc0p000,7077,
353,y,61,cc,7078,
353,8,45,w,7079,
353,noches,65,nc0p000,7080,
353,de,72,sp000,7081,
353,hostal,75,nc0s000,7082,
353,p,21,np00000,7083,
353,/,83,fh,7084,
353,persona,84,nc0s000,7085,
354,¡,0,faa,7086,n
354,CDMX,1,np00000,7087,o
354,a,6,sp000,7088,s
354,Cancún,8,np00000,7089,d
354,–,15,fg,7090,n
354,$,17,zm,7091,n
354,"1,225",18,dn0000,7092,p
354,!,23,fat,7093,n
354,Por,25,sp000,7094,n
354,$,17,zm,7095,n
354,681,30,dn0000,7096,n
354,(,34,nc0s000,7097,n
354,p,35,np00000,7098,n
354,/,36,fh,7099,n
354,persona,37,nc0s000,7100,n
354,),44,nc0s000,7101,n
354,agrega,46,vmip000,7102,n
354,4,53,dn0000,7103,n
354,días,55,nc0p000,7104,n
354,y,60,cc,7105,n
354,3,62,rg,7106,n
354,noches,64,nc0p000,7107,n
354,de,71,sp000,7108,n
354,hospedaje,74,nc0s000,7109,n
354,en,84,sp000,7110,n
354,Playa,87,np00000,7111,n
354,del,93,sp000,7112,n
354,Carmen,97,np00000,7113,n
354,(,34,nc0s000,7114,n
354,hab,105,vaip000,7115,n
354,doble,109,aq0000,7116,n
354,),44,nc0s000,7117,n
355,¡,0,faa,7118,
355,CDMX,1,np00000,7119,
355,a,6,sp000,7120,
355,Bogotá,8,np00000,7121,
355,$,15,zm,7122,
355,"2,845",16,dn0000,7123,
355,!,21,fat,7124,
355,Directos,23,aq0000,7125,
355,(,32,nc0s000,7126,
355,Y,33,cc,7127,
355,por,35,sp000,7128,
355,sólo,39,rg,7129,
355,$,15,nc0p000,7130,
355,"1,047",45,dn0000,7131,
355,agrega,51,vmip000,7132,
355,4,19,dn0000,7133,
355,noches,60,nc0p000,7134,
355,de,67,sp000,7135,
355,hotel,70,nc0s000,7136,
355,),75,nc0s000,7137,
356,¡,0,faa,7138,
356,Todo,1,di0000,7139,
356,México,6,np00000,7140,
356,a,13,sp000,7141,
356,La,15,da0000,7142,
356,Habana,18,np00000,7143,
356,🇨🇺,25,z0,7144,
356,$,28,zm,7145,
356,"3,775",29,dn0000,7146,
356,!,34,fat,7147,
356,Opción,36,np00000,7148,
356,de,43,sp000,7149,
356,hotel,46,nc0s000,7150,
356,4,52,dn0000,7151,
356,días,54,nc0p000,7152,
356,y,59,cc,7153,
356,3,29,z0,7154,
356,noches,63,nc0p000,7155,
356,con,70,sp000,7156,
356,desayunos,74,nc0p000,7157,
356,por,84,sp000,7158,
356,$,28,zm,7159,
356,"1,165",89,dn0000,7160,
356,p,37,np00000,7161,
356,/,96,fh,7162,
356,persona,97,nc0s000,7163,
356,(,105,nc0s000,7164,
356,hab,106,vaip000,7165,
356,doble,110,aq0000,7166,
356,),115,nc0s000,7167,
356,",",30,fc,7168,
356,$,28,nc0p000,7169,
356,"1,954",119,dn0000,7170,
356,todo,125,pi000000,7171,
356,incluido,130,aq0000,7172,
357,¡,0,faa,7173,
357,CUN,1,np00000,7174,
357,a,5,sp000,7175,
357,Manchester,7,np00000,7176,
357,$,18,zm,7177,
357,"8,772",19,dn0000,7178,
357,!,24,fat,7179,
357,Directos,26,aq0000,7180,
357,(,35,nc0s000,7181,
357,Y,36,cc,7182,
357,por,38,sp000,7183,
357,sólo,42,rg,7184,
357,$,18,nc0p000,7185,
357,"1,819",48,dn0000,7186,
357,agrega,54,vmip000,7187,
357,3,61,dn0000,7188,
357,noches,63,nc0p000,7189,
357,de,70,sp000,7190,
357,hotel,73,nc0s000,7191,
357,),78,nc0s000,7192,
358,¡,0,faa,7193,
358,CUN,1,np00000,7194,
358,a,5,sp000,7195,
358,Florida,7,np00000,7196,
358,$,15,zm,7197,
358,"2,560",16,dn0000,7198,
358,!,21,fat,7199,
358,Directos,23,aq0000,7200,
358,(,32,nc0s000,7201,
358,Y,33,cc,7202,
358,por,35,sp000,7203,
358,sólo,39,rg,7204,
358,$,15,nc0p000,7205,
358,"1,980",45,dn0000,7206,
358,agrega,51,vmip000,7207,
358,3,58,dn0000,7208,
358,noches,60,nc0p000,7209,
358,de,67,sp000,7210,
358,hotel,70,nc0s000,7211,
358,),75,nc0s000,7212,
359,¡,0,faa,7213,
359,CDMX,1,np00000,7214,
359,a,6,sp000,7215,
359,Punta,8,np00000,7216,
359,Cana,14,np00000,7217,
359,$,19,zm,7218,
359,"6,831",20,dn0000,7219,
359,!,25,fat,7220,
359,(,27,z0,7221,
359,Y,28,cc,7222,
359,por,30,sp000,7223,
359,sólo,34,rg,7224,
359,$,19,nc0p000,7225,
359,"1,465",40,dn0000,7226,
359,agrega,46,vmip000,7227,
359,4,42,dn0000,7228,
359,noches,55,nc0p000,7229,
359,de,62,sp000,7230,
359,hotel,65,nc0s000,7231,
359,),70,nc0s000,7232,
360,¡,0,faa,7233,
360,CDMX,1,np00000,7234,
360,a,6,sp000,7235,
360,Los,8,da0000,7236,
360,Angeles,12,np00000,7237,
360,$,20,zm,7238,
360,"3,430",21,z0,7239,
360,!,26,fat,7240,
361,¡,0,faa,7241,
361,CDMX,1,np00000,7242,
361,a,6,sp000,7243,
361,Bangkok,8,np00000,7244,
361,",",15,fc,7245,
361,Tailandia,17,np00000,7246,
361,–,27,fg,7247,
361,$,29,zm,7248,
361,"11,170",30,dn0000,7249,
361,!,36,fat,7250,
361,Opción,38,np00000,7251,
361,de,45,sp000,7252,
361,hotel,48,nc0s000,7253,
361,9,54,dn0000,7254,
361,días,56,nc0p000,7255,
361,y,61,cc,7256,
361,8,63,w,7257,
361,noches,65,nc0p000,7258,
361,por,72,sp000,7259,
361,$,29,nc0p000,7260,
361,"2,216",77,z0,7261,
361,p,39,np00000,7262,
361,/,84,fh,7263,
361,persona,85,nc0s000,7264,
361,(,93,nc0s000,7265,
361,hab,94,vaip000,7266,
361,doble,98,aq0000,7267,
361,),103,nc0s000,7268,
362,Bus,0,np00000,7269,
362,¡,4,faa,7270,
362,CDMX,5,np00000,7271,
362,a,10,sp000,7272,
362,Sayulita,12,np00000,7273,
362,–,21,fg,7274,
362,$,23,zm,7275,
362,"2,071",24,dn0000,7276,
362,!,29,fat,7277,
362,Opción,31,np00000,7278,
362,de,38,sp000,7279,
362,4,41,z0,7280,
362,noches,43,nc0p000,7281,
362,de,38,sp000,7282,
362,hostal,53,nc0s000,7283,
362,por,60,sp000,7284,
362,$,23,zm,7285,
362,"1,008",65,dn0000,7286,
363,¡,0,faa,7287,
363,Todo,1,di0000,7288,
363,México,6,np00000,7289,
363,a,13,sp000,7290,
363,Vancouver,15,np00000,7291,
363,–,25,fg,7292,
363,$,27,zm,7293,
363,"4,683",28,z0,7294,
363,!,33,fat,7295,
363,Opción,35,np00000,7296,
363,de,42,sp000,7297,
363,hostal,45,nc0s000,7298,
363,4,28,z0,7299,
363,días,54,nc0p000,7300,
363,y,59,cc,7301,
363,3,32,rg,7302,
363,noches,63,nc0p000,7303,
363,por,70,sp000,7304,
363,$,27,zm,7305,
363,"2,005",75,dn0000,7306,
363,con,81,sp000,7307,
363,desayunos,85,nc0p000,7308,
364,¡,0,faa,7309,
364,Todo,1,di0000,7310,
364,México,6,np00000,7311,
364,a,13,sp000,7312,
364,Toronto,15,np00000,7313,
364,–,23,fg,7314,
364,$,25,zm,7315,
364,"5,471",26,dn0000,7316,
364,!,31,fat,7317,
364,Opción,33,np00000,7318,
364,de,40,sp000,7319,
364,guesthouse,43,aq0000,7320,
364,5,26,z0,7321,
364,días,56,nc0p000,7322,
364,y,61,cc,7323,
364,4,28,z0,7324,
364,noches,65,nc0p000,7325,
364,por,72,sp000,7326,
364,$,25,zm,7327,
364,"3,000",77,dn0000,7328,
364,p,34,np00000,7329,
364,/,84,fh,7330,
364,persona,85,nc0s000,7331,
364,(,93,nc0s000,7332,
364,hab,94,vaip000,7333,
364,doble,98,aq0000,7334,
364,),103,nc0s000,7335,
365,¡,0,faa,7336,
365,CDMX,1,np00000,7337,
365,",",5,fc,7338,
365,GDL,7,np00000,7339,
365,y,11,cc,7340,
365,Silao,13,np00000,7341,
365,a,16,sp000,7342,
365,San,21,np00000,7343,
365,José,25,np00000,7344,
365,",",5,fc,7345,
365,Costa,31,np00000,7346,
365,Rica,37,np00000,7347,
365,!,41,fat,7348,
365,Opción,43,np00000,7349,
365,de,50,sp000,7350,
365,hotel,53,nc0s000,7351,
365,8,59,dn0000,7352,
365,días,61,nc0p000,7353,
365,y,11,cc,7354,
365,7,68,z0,7355,
365,noches,70,nc0p000,7356,
365,por,77,sp000,7357,
365,$,81,zm,7358,
365,"3,168",82,dn0000,7359,
365,p,44,np00000,7360,
365,/,89,fh,7361,
365,persona,90,nc0s000,7362,
365,con,98,sp000,7363,
365,desayunos,102,nc0p000,7364,
365,(,112,nc0s000,7365,
365,hab,113,vaip000,7366,
365,doble,117,aq0000,7367,
365,),122,nc0s000,7368,
366,¡,0,faa,7369,
366,CDMX,1,np00000,7370,
366,a,6,sp000,7371,
366,Los,8,da0000,7372,
366,Cabos,12,np00000,7373,
366,–,18,fg,7374,
366,$,20,zm,7375,
366,"1,606",21,dn0000,7376,
366,!,26,fat,7377,
366,Opción,28,np00000,7378,
366,de,35,sp000,7379,
366,hotel,38,nc0s000,7380,
366,5,44,dn0000,7381,
366,días,46,nc0p000,7382,
366,y,51,cc,7383,
366,4,53,z0,7384,
366,noches,55,nc0p000,7385,
366,por,62,sp000,7386,
366,$,20,zm,7387,
366,"2,100",67,dn0000,7388,
366,p,29,np00000,7389,
366,/,74,fh,7390,
366,persona,75,nc0s000,7391,
366,(,83,nc0s000,7392,
366,hab,84,vaip000,7393,
366,doble,88,aq0000,7394,
366,),93,nc0s000,7395,
367,¡,0,faa,7396,
367,CDMX,1,np00000,7397,
367,a,6,sp000,7398,
367,Lima,8,np00000,7399,
367,$,13,zm,7400,
367,"6,634",14,dn0000,7401,
367,!,19,fat,7402,
367,Directos,21,aq0000,7403,
367,(,30,nc0s000,7404,
367,Y,31,cc,7405,
367,por,33,sp000,7406,
367,sólo,37,rg,7407,
367,$,13,nc0p000,7408,
367,"2,991",43,dn0000,7409,
367,agrega,49,vmip000,7410,
367,5,56,dn0000,7411,
367,noches,58,nc0p000,7412,
367,de,65,sp000,7413,
367,hotel,68,nc0s000,7414,
367,),73,nc0s000,7415,
368,¡,0,faa,7416,
368,CDMX,1,np00000,7417,
368,a,6,sp000,7418,
368,Cuzco,8,np00000,7419,
368,$,14,zm,7420,
368,"6,542",15,dn0000,7421,
368,!,20,fat,7422,
368,(,22,z0,7423,
368,Y,23,cc,7424,
368,por,25,sp000,7425,
368,sólo,29,rg,7426,
368,$,14,nc0p000,7427,
368,"2,136",35,dn0000,7428,
368,agrega,41,vmip000,7429,
368,7,48,dn0000,7430,
368,noches,50,nc0p000,7431,
368,de,57,sp000,7432,
368,Hotel,60,np00000,7433,
368,),65,f0,7434,
369,¡,0,faa,7435,
369,CUN,1,np00000,7436,
369,a,5,sp000,7437,
369,Noruega,7,np00000,7438,
369,$,15,zm,7439,
369,"9,418",16,dn0000,7440,
369,!,21,fat,7441,
370,¡,0,faa,7442,
370,CDMX,1,np00000,7443,
370,a,6,sp000,7444,
370,Río,8,np00000,7445,
370,de,12,sp000,7446,
370,Janeiro,15,np00000,7447,
370,$,23,zm,7448,
370,"9,274",24,dn0000,7449,
370,!,29,fat,7450,
370,(,31,z0,7451,
370,Y,32,cc,7452,
370,por,34,sp000,7453,
370,sólo,38,rg,7454,
370,$,23,nc0p000,7455,
370,"2,668",44,dn0000,7456,
370,agrega,50,vmip000,7457,
370,7,27,dn0000,7458,
370,noches,59,nc0p000,7459,
370,de,12,sp000,7460,
370,Hotel,69,np00000,7461,
370,),74,f0,7462,
371,¡,0,faa,7463,
371,Todo,1,di0000,7464,
371,México,6,np00000,7465,
371,a,13,sp000,7466,
371,Madrid,15,np00000,7467,
371,+,22,cc,7468,
371,Roma,24,np00000,7469,
371,–,29,fg,7470,
371,$,31,zm,7471,
371,"14,883",32,z0,7472,
371,!,38,fat,7473,
371,Opción,40,np00000,7474,
371,de,47,sp000,7475,
371,hotel,50,nc0s000,7476,
371,8,35,dn0000,7477,
371,noches,58,nc0p000,7478,
371,por,65,sp000,7479,
371,$,31,nc0p000,7480,
371,"5,659",70,z0,7481,
371,p,41,np00000,7482,
371,/,77,fh,7483,
371,persona,78,nc0s000,7484,
371,(,86,nc0s000,7485,
371,hab,87,vaip000,7486,
371,doble,91,aq0000,7487,
371,),96,nc0s000,7488,
372,¡,0,faa,7489,
372,Todo,1,di0000,7490,
372,México,6,np00000,7491,
372,a,13,sp000,7492,
372,Cusco,15,np00000,7493,
372,",",20,fc,7494,
372,Perú,22,np00000,7495,
372,–,27,fg,7496,
372,$,29,zm,7497,
372,"6,587",30,dn0000,7498,
372,!,35,fat,7499,
372,Opción,37,np00000,7500,
372,de,44,sp000,7501,
372,hotel,47,nc0s000,7502,
372,8,33,dn0000,7503,
372,días,55,nc0p000,7504,
372,y,60,cc,7505,
372,7,34,z0,7506,
372,noches,64,nc0p000,7507,
372,por,71,sp000,7508,
372,$,29,zm,7509,
372,"2,273",76,dn0000,7510,
372,por,71,sp000,7511,
372,persona,86,nc0s000,7512,
372,(,94,nc0s000,7513,
372,hab,95,vaip000,7514,
372,doble,99,aq0000,7515,
372,),104,nc0s000,7516,
372,con,106,sp000,7517,
372,desayunos,110,nc0p000,7518,
372,),104,nc0s000,7519,
373,¡,0,faa,7520,
373,Todo,1,di0000,7521,
373,México,6,np00000,7522,
373,a,13,sp000,7523,
373,Amsterdam,15,np00000,7524,
373,🇳🇱,25,np00000,7525,
373,$,28,zm,7526,
373,"12,985",29,z0,7527,
373,!,35,fat,7528,
373,Por,37,sp000,7529,
373,$,28,nc0p000,7530,
373,"4,717",42,z0,7531,
373,p,48,np00000,7532,
373,/,49,fh,7533,
373,persona,50,nc0s000,7534,
373,agrega,58,vmip000,7535,
373,6,65,dn0000,7536,
373,noches,67,nc0p000,7537,
373,de,74,sp000,7538,
373,hotel,77,nc0s000,7539,
373,(,83,nc0s000,7540,
373,hab,84,vaip000,7541,
373,doble,88,aq0000,7542,
373,),93,nc0s000,7543,
373,.,94,fp,7544,
374,¡,0,faa,7545,
374,CUN,1,np00000,7546,
374,a,5,sp000,7547,
374,Uruguay,7,np00000,7548,
374,$,15,zm,7549,
374,"9,134",16,dn0000,7550,
374,!,21,fat,7551,
374,(,23,z0,7552,
374,Y,24,cc,7553,
374,por,26,sp000,7554,
374,sólo,30,rg,7555,
374,$,15,nc0p000,7556,
374,"1,595",36,dn0000,7557,
374,agrega,42,vmip000,7558,
374,4,20,dn0000,7559,
374,noches,51,nc0p000,7560,
374,de,58,sp000,7561,
374,hospedaje,61,nc0s000,7562,
374,),70,nc0s000,7563,
375,¡,0,faa,7564,
375,CUN,1,np00000,7565,
375,a,5,sp000,7566,
375,Inglaterra,7,np00000,7567,
375,$,18,zm,7568,
375,"10,019",19,z0,7569,
375,!,25,fat,7570,
376,¡,0,faa,7571,
376,Todo,1,di0000,7572,
376,México,6,np00000,7573,
376,a,13,sp000,7574,
376,París,15,np00000,7575,
376,–,21,fg,7576,
376,$,23,zm,7577,
376,"13,840",24,z0,7578,
376,!,30,fat,7579,
376,🇫🇷,32,z0,7580,
376,Opción,34,np00000,7581,
376,de,41,sp000,7582,
376,hostal,44,nc0s000,7583,
376,6,51,z0,7584,
376,noches,53,nc0p000,7585,
376,por,60,sp000,7586,
376,$,23,zm,7587,
376,"2,325",65,dn0000,7588,
376,con,71,sp000,7589,
376,desayunos,75,nc0p000,7590,
377,¡,0,faa,7591,
377,Todo,1,di0000,7592,
377,México,6,np00000,7593,
377,a,13,sp000,7594,
377,Madrid,15,np00000,7595,
377,–,22,fg,7596,
377,$,24,zm,7597,
377,"13,692",25,z0,7598,
377,!,31,fat,7599,
377,Por,33,sp000,7600,
377,$,24,zm,7601,
377,"5,384",38,dn0000,7602,
377,p,44,np00000,7603,
377,/,45,fh,7604,
377,persona,46,nc0s000,7605,
377,agrega,54,vmip000,7606,
377,6,28,dn0000,7607,
377,noches,63,nc0p000,7608,
377,de,70,sp000,7609,
377,hotel,73,nc0s000,7610,
377,4,42,dn0000,7611,
377,estrellas,81,nc0p000,7612,
377,(,91,nc0s000,7613,
377,hab,92,vaip000,7614,
377,doble,96,aq0000,7615,
377,),101,nc0s000,7616,
377,.,102,fp,7617,
378,¡,0,faa,7618,
378,Montreal,1,np00000,7619,
378,a,7,sp000,7620,
378,Francia,12,np00000,7621,
378,$,20,zm,7622,
378,"5,653",21,dn0000,7623,
378,!,26,fat,7624,
378,(,28,nc0s000,7625,
378,Directos,29,aq0000,7626,
378,),37,nc0s000,7627,
379,¡,0,faa,7628,
379,CDMX,1,np00000,7629,
379,a,6,sp000,7630,
379,Cartagena,8,np00000,7631,
379,+,18,cc,7632,
379,Bogotá,20,np00000,7633,
379,$,27,zm,7634,
379,"4,464",28,dn0000,7635,
379,!,33,fat,7636,
379,(,35,z0,7637,
379,Y,36,cc,7638,
379,por,38,sp000,7639,
379,sólo,42,rg,7640,
379,$,27,nc0p000,7641,
379,"3,923",48,z0,7642,
379,agrega,54,vmip000,7643,
379,11,61,dn0000,7644,
379,noches,64,nc0p000,7645,
379,de,71,sp000,7646,
379,hospedaje,74,nc0s000,7647,
379,),83,nc0s000,7648,
380,¡,0,faa,7649,
380,CDMX,1,np00000,7650,
380,a,6,sp000,7651,
380,Bogotá,8,np00000,7652,
380,–,15,fg,7653,
380,$,17,zm,7654,
380,"3,578",18,dn0000,7655,
380,!,23,fat,7656,
380,Opción,25,np00000,7657,
380,de,32,sp000,7658,
380,hotel,35,nc0s000,7659,
380,5,20,dn0000,7660,
380,días,43,nc0p000,7661,
380,y,48,cc,7662,
380,4,50,z0,7663,
380,noches,52,nc0p000,7664,
380,por,59,sp000,7665,
380,$,17,zm,7666,
380,846,64,dn0000,7667,
380,p,26,np00000,7668,
380,/,69,fh,7669,
380,persona,70,nc0s000,7670,
380,con,78,sp000,7671,
380,desayunos,82,nc0p000,7672,
380,(,92,nc0s000,7673,
380,hab,93,vaip000,7674,
380,doble,97,aq0000,7675,
380,),102,nc0s000,7676,
380,.,103,fp,7677,
380,Hostal,105,np00000,7678,
380,con,78,sp000,7679,
380,desayunos,82,nc0p000,7680,
380,por,59,sp000,7681,
380,$,17,zm,7682,
380,626,131,dn0000,7683,
381,¡,0,faa,7684,
381,CDMX,1,np00000,7685,
381,a,6,sp000,7686,
381,Bogotá,8,np00000,7687,
381,+,15,cc,7688,
381,Punta,17,np00000,7689,
381,Cana,23,np00000,7690,
381,$,28,zm,7691,
381,"9,904",29,dn0000,7692,
381,!,34,fat,7693,
381,(,36,z0,7694,
381,Y,37,cc,7695,
381,por,39,sp000,7696,
381,sólo,43,rg,7697,
381,$,28,nc0p000,7698,
381,"2,991",49,dn0000,7699,
381,agrega,55,vmip000,7700,
381,9,29,dn0000,7701,
381,noches,64,nc0p000,7702,
381,de,71,sp000,7703,
381,hospedaje,74,nc0s000,7704,
381,),83,nc0s000,7705,
382,¡,0,faa,7706,
382,Todo,1,di0000,7707,
382,México,6,np00000,7708,
382,a,13,sp000,7709,
382,Río,15,np00000,7710,
382,de,19,sp000,7711,
382,Janeiro,22,np00000,7712,
382,$,30,zm,7713,
382,"10,269",31,z0,7714,
382,!,37,fat,7715,
382,Opción,39,np00000,7716,
382,de,19,sp000,7717,
382,hotel,49,nc0s000,7718,
382,10,31,dn0000,7719,
382,días,58,nc0p000,7720,
382,",",33,fc,7721,
382,9,36,z0,7722,
382,noches,66,nc0p000,7723,
382,por,73,sp000,7724,
382,$,30,nc0p000,7725,
382,"3,491",78,z0,7726,
382,p,40,np00000,7727,
382,/,85,fh,7728,
382,persona,86,nc0s000,7729,
382,con,94,sp000,7730,
382,desayunos,98,nc0p000,7731,
382,(,108,nc0s000,7732,
382,hab,109,vaip000,7733,
382,doble,113,aq0000,7734,
382,),118,nc0s000,7735,
383,¡,0,faa,7736,
383,Todo,1,di0000,7737,
383,México,6,np00000,7738,
383,a,13,sp000,7739,
383,Montreal,15,np00000,7740,
383,",",23,fc,7741,
383,Canadá,25,np00000,7742,
383,–,32,fg,7743,
383,$,34,zm,7744,
383,"5,669",35,dn0000,7745,
383,!,40,fat,7746,
383,Opción,42,np00000,7747,
383,de,49,sp000,7748,
383,hostal,52,nc0s000,7749,
383,6,37,z0,7750,
383,días,61,nc0p000,7751,
383,y,66,cc,7752,
383,5,35,dn0000,7753,
383,noches,70,nc0p000,7754,
383,por,77,sp000,7755,
383,$,34,zm,7756,
383,"1,353",82,dn0000,7757,
383,con,88,sp000,7758,
383,desayunos,92,nc0p000,7759,
384,¡,0,faa,7760,
384,Todo,1,di0000,7761,
384,México,6,np00000,7762,
384,a,13,sp000,7763,
384,Cusco,15,np00000,7764,
384,",",20,fc,7765,
384,Perú,22,np00000,7766,
384,–,27,fg,7767,
384,$,29,zm,7768,
384,"7,509",30,z0,7769,
384,!,35,fat,7770,
384,Opción,37,np00000,7771,
384,de,44,sp000,7772,
384,hotel,47,nc0s000,7773,
384,8,53,dn0000,7774,
384,días,55,nc0p000,7775,
384,y,60,cc,7776,
384,7,30,z0,7777,
384,noches,64,nc0p000,7778,
384,por,71,sp000,7779,
384,$,29,zm,7780,
384,"2,375",76,dn0000,7781,
384,por,71,sp000,7782,
384,persona,86,nc0s000,7783,
384,(,94,nc0s000,7784,
384,hab,95,vaip000,7785,
384,doble,99,aq0000,7786,
384,),104,nc0s000,7787,
384,con,106,sp000,7788,
384,desayunos,110,nc0p000,7789,
384,),104,nc0s000,7790,
385,¡,0,faa,7791,
385,Todo,1,di0000,7792,
385,México,6,np00000,7793,
385,a,13,sp000,7794,
385,Buenos,15,np00000,7795,
385,Aires,22,np00000,7796,
385,",",27,fc,7797,
385,Argentina,29,np00000,7798,
385,–,39,fg,7799,
385,$,41,zm,7800,
385,"11,247",42,dn0000,7801,
385,!,48,fat,7802,
385,Opción,50,np00000,7803,
385,de,57,sp000,7804,
385,hotel,60,nc0s000,7805,
385,8,66,dn0000,7806,
385,días,68,nc0p000,7807,
385,y,73,cc,7808,
385,7,47,z0,7809,
385,noches,77,nc0p000,7810,
385,por,84,sp000,7811,
385,$,41,zm,7812,
385,"2,671",89,dn0000,7813,
385,por,84,sp000,7814,
385,persona,99,nc0s000,7815,
385,(,107,nc0s000,7816,
385,hab,108,vaip000,7817,
385,doble,112,aq0000,7818,
385,),117,nc0s000,7819,
386,¡,0,faa,7820,
386,L,1,np00000,7821,
386,.,2,fp,7822,
386,A,3,sp000,7823,
386,.,2,fp,7824,
386,a,6,sp000,7825,
386,Italia,8,np00000,7826,
386,$,15,zm,7827,
386,"7,932",16,dn0000,7828,
386,!,21,fat,7829,
386,(,23,nc0s000,7830,
386,Directos,24,aq0000,7831,
386,),32,nc0s000,7832,
387,¡,0,faa,7833,
387,CDMX,1,np00000,7834,
387,a,6,sp000,7835,
387,Río,8,np00000,7836,
387,de,12,sp000,7837,
387,Janeiro,15,np00000,7838,
387,+,23,cc,7839,
387,São,25,np00000,7840,
387,Paulo,29,np00000,7841,
387,$,35,zm,7842,
387,"11,879",36,dn0000,7843,
387,!,42,fat,7844,
387,(,44,z0,7845,
387,Y,45,cc,7846,
387,por,47,sp000,7847,
387,sólo,51,rg,7848,
387,$,35,nc0p000,7849,
387,"3,535",57,z0,7850,
387,agrega,63,vmip000,7851,
387,10,70,dn0000,7852,
387,noches,73,nc0p000,7853,
387,de,12,sp000,7854,
387,hospedaje,83,nc0s000,7855,
387,),92,nc0s000,7856,
388,¡,0,faa,7857,
388,CDMX,1,np00000,7858,
388,a,6,sp000,7859,
388,Punta,8,np00000,7860,
388,Arenas,14,np00000,7861,
388,",",20,fc,7862,
388,Chile,22,np00000,7863,
388,–,28,fg,7864,
388,$,30,zm,7865,
388,"10,501",31,z0,7866,
388,!,37,fat,7867,
389,¡,0,faa,7868,
389,CDMX,1,np00000,7869,
389,a,6,sp000,7870,
389,Perú,8,np00000,7871,
389,+,13,cc,7872,
389,Colombia,15,np00000,7873,
389,$,24,zm,7874,
389,"9,705",25,dn0000,7875,
389,!,30,fat,7876,
389,(,32,z0,7877,
389,Y,33,cc,7878,
389,por,35,sp000,7879,
389,sólo,39,rg,7880,
389,$,24,nc0p000,7881,
389,"2,916",45,z0,7882,
389,agrega,51,vmip000,7883,
389,8,58,dn0000,7884,
389,noches,60,nc0p000,7885,
389,de,67,sp000,7886,
389,hospedaje,70,nc0s000,7887,
389,),79,nc0s000,7888,
390,¡,0,faa,7889,
390,Viaja,1,vmm0000,7890,
390,en,7,sp000,7891,
390,autobús,10,nc0s000,7892,
390,!,17,fat,7893,
390,CDMX,19,np00000,7894,
390,a,3,sp000,7895,
390,Puebla,26,np00000,7896,
390,–,33,fg,7897,
390,$,35,zm,7898,
390,315,36,z0,7899,
390,.,39,fp,7900,
390,Opción,41,nc0s000,7901,
390,de,48,sp000,7902,
390,hotel,51,nc0s000,7903,
390,3,36,dn0000,7904,
390,días,59,nc0p000,7905,
390,y,64,cc,7906,
390,2,66,dn0000,7907,
390,noches,68,nc0p000,7908,
390,por,75,sp000,7909,
390,$,35,nc0p000,7910,
390,816,80,z0,7911,
390,p,42,np00000,7912,
390,/,85,fh,7913,
390,persona,86,nc0s000,7914,
390,(,94,nc0s000,7915,
390,hab,95,vaip000,7916,
390,doble,99,aq0000,7917,
390,),104,nc0s000,7918,
391,¡,0,faa,7919,
391,Todo,1,di0000,7920,
391,México,6,np00000,7921,
391,a,13,sp000,7922,
391,La,15,da0000,7923,
391,Habana,18,np00000,7924,
391,🇨🇺,25,z0,7925,
